identifier	universe	class_name	accession	pfam_accession	model_name
confirmatory::Q9BV23	confirmatory	negative	Q9BV23	PF12697.12	Abhydrolase_6
confirmatory::Q9BVQ7	confirmatory	negative	Q9BVQ7	PF00004.34	AAA
confirmatory::Q9BVQ7	confirmatory	negative	Q9BVQ7	PF00004.34	AAA
confirmatory::Q9BVQ7	confirmatory	negative	Q9BVQ7	PF07728.19	AAA_5
confirmatory::Q9BVQ7	confirmatory	negative	Q9BVQ7	PF17862.6	AAA_lid_3
confirmatory::Q9BVQ7	confirmatory	negative	Q9BVQ7	PF17862.6	AAA_lid_3
confirmatory::Q9BW62	confirmatory	negative	Q9BW62	PF00004.34	AAA
confirmatory::Q9BW62	confirmatory	negative	Q9BW62	PF09336.15	Vps4_C
confirmatory::Q9BW62	confirmatory	negative	Q9BW62	PF17862.6	AAA_lid_3
confirmatory::Q9BW62	confirmatory	negative	Q9BW62	PF21126.2	KATNA1_MIT
confirmatory::Q9BWP8	confirmatory	negative	Q9BWP8	PF00059.26	Lectin_C
confirmatory::Q9BWP8	confirmatory	negative	Q9BWP8	PF01391.23	Collagen
confirmatory::Q9BWP8	confirmatory	negative	Q9BWP8	PF01391.23	Collagen
confirmatory::Q9BY76	confirmatory	negative	Q9BY76	PF00147.23	Fibrinogen_C
confirmatory::Q9C291	confirmatory	negative	Q9C291	PF00149.33	Metallophos
confirmatory::Q9C291	confirmatory	negative	Q9C291	PF04152.19	Mre11_DNA_bind
confirmatory::Q9C510	confirmatory	negative	Q9C510	PF00149.33	Metallophos
confirmatory::Q9C510	confirmatory	negative	Q9C510	PF14008.11	Metallophos_C
confirmatory::Q9C510	confirmatory	negative	Q9C510	PF16656.10	Pur_ac_phosph_N
confirmatory::Q9C587	confirmatory	negative	Q9C587	PF00004.34	AAA
confirmatory::Q9C587	confirmatory	negative	Q9C587	PF00533.31	BRCT
confirmatory::Q9C587	confirmatory	negative	Q9C587	PF08519.17	RFC1
confirmatory::Q9C587	confirmatory	negative	Q9C587	PF12738.12	PTCB-BRCT
confirmatory::Q9C587	confirmatory	negative	Q9C587	PF13401.11	AAA_22
confirmatory::Q9C5U3	confirmatory	negative	Q9C5U3	PF00004.34	AAA
confirmatory::Q9C5U3	confirmatory	negative	Q9C5U3	PF07728.19	AAA_5
confirmatory::Q9C5U3	confirmatory	negative	Q9C5U3	PF16450.10	Prot_ATP_ID_OB_C
confirmatory::Q9C5U3	confirmatory	negative	Q9C5U3	PF17862.6	AAA_lid_3
confirmatory::Q9C7S6	confirmatory	negative	Q9C7S6	PF00197.23	Kunitz_legume
confirmatory::Q9C7U8	confirmatory	negative	Q9C7U8	PF00082.27	Peptidase_S8
confirmatory::Q9C7U8	confirmatory	negative	Q9C7U8	PF05922.21	Inhibitor_I9
confirmatory::Q9C7U8	confirmatory	negative	Q9C7U8	PF17766.6	fn3_6
confirmatory::Q9C927	confirmatory	negative	Q9C927	PF00149.33	Metallophos
confirmatory::Q9C927	confirmatory	negative	Q9C927	PF14008.11	Metallophos_C
confirmatory::Q9C927	confirmatory	negative	Q9C927	PF16656.10	Pur_ac_phosph_N
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF00023.35	Ank
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF00023.35	Ank
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF00023.35	Ank
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF00023.35	Ank
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF00023.35	Ank
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF00023.35	Ank
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF07525.21	SOCS_box
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF12796.12	Ank_2
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF12796.12	Ank_2
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF13606.11	Ank_3
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF13637.11	Ank_4
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF13637.11	Ank_4
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF13637.11	Ank_4
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF13857.11	Ank_5
confirmatory::Q9CQ31	confirmatory	negative	Q9CQ31	PF13857.11	Ank_5
confirmatory::Q9CQ35	confirmatory	negative	Q9CQ35	PF00188.31	CAP
confirmatory::Q9CQC8	confirmatory	negative	Q9CQC8	PF00561.25	Abhydrolase_1
confirmatory::Q9CQC8	confirmatory	negative	Q9CQC8	PF12697.12	Abhydrolase_6
confirmatory::Q9CR86	confirmatory	negative	Q9CR86	PF00313.27	CSD
confirmatory::Q9CXM0	confirmatory	negative	Q9CXM0	PF00059.26	Lectin_C
confirmatory::Q9CYL5	confirmatory	negative	Q9CYL5	PF00188.31	CAP
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF00023.35	Ank
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF00023.35	Ank
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF00023.35	Ank
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF00023.35	Ank
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF00536.36	SAM_1
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF07647.23	SAM_2
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF12796.12	Ank_2
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF12796.12	Ank_2
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF12796.12	Ank_2
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF12796.12	Ank_2
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF13606.11	Ank_3
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF13606.11	Ank_3
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF13606.11	Ank_3
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF13637.11	Ank_4
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF13637.11	Ank_4
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF13637.11	Ank_4
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF13857.11	Ank_5
confirmatory::Q9CZK6	confirmatory	negative	Q9CZK6	PF13857.11	Ank_5
confirmatory::Q9CZP5	confirmatory	negative	Q9CZP5	PF00004.34	AAA
confirmatory::Q9CZP5	confirmatory	negative	Q9CZP5	PF08740.16	BCS1_N
confirmatory::Q9CZT5	confirmatory	negative	Q9CZT5	PF00008.32	EGF
confirmatory::Q9CZT5	confirmatory	negative	Q9CZT5	PF13306.11	LRR_5
confirmatory::Q9CZT5	confirmatory	negative	Q9CZT5	PF13855.11	LRR_8
confirmatory::Q9CZT5	confirmatory	negative	Q9CZT5	PF13855.11	LRR_8
confirmatory::Q9CZT5	confirmatory	negative	Q9CZT5	PF13855.11	LRR_8
confirmatory::Q9D1H9	confirmatory	negative	Q9D1H9	PF00147.23	Fibrinogen_C
confirmatory::Q9D267	confirmatory	negative	Q9D267	PF00061.28	Lipocalin
confirmatory::Q9D3H2	confirmatory	negative	Q9D3H2	PF00061.28	Lipocalin
confirmatory::Q9D3R6	confirmatory	negative	Q9D3R6	PF00004.34	AAA
confirmatory::Q9D3R6	confirmatory	negative	Q9D3R6	PF08513.16	LisH
confirmatory::Q9D3R6	confirmatory	negative	Q9D3R6	PF17862.6	AAA_lid_3
confirmatory::Q9D5T0	confirmatory	negative	Q9D5T0	PF00004.34	AAA
confirmatory::Q9D5T0	confirmatory	negative	Q9D5T0	PF17862.6	AAA_lid_3
confirmatory::Q9D676	confirmatory	negative	Q9D676	PF00059.26	Lectin_C
confirmatory::Q9DAA4	confirmatory	negative	Q9DAA4	PF00089.31	Trypsin
confirmatory::Q9DAK4	confirmatory	negative	Q9DAK4	PF00061.28	Lipocalin
confirmatory::Q9DAN8	confirmatory	negative	Q9DAN8	PF00031.26	Cystatin
confirmatory::Q9DBL9	confirmatory	negative	Q9DBL9	PF00561.25	Abhydrolase_1
confirmatory::Q9DBL9	confirmatory	negative	Q9DBL9	PF12146.13	Hydrolase_4
confirmatory::Q9DBL9	confirmatory	negative	Q9DBL9	PF12697.12	Abhydrolase_6
confirmatory::Q9DBN5	confirmatory	negative	Q9DBN5	PF00004.34	AAA
confirmatory::Q9DBN5	confirmatory	negative	Q9DBN5	PF02190.21	LON_substr_bdg
confirmatory::Q9DBN5	confirmatory	negative	Q9DBN5	PF05362.18	Lon_C
confirmatory::Q9DBN5	confirmatory	negative	Q9DBN5	PF07728.19	AAA_5
confirmatory::Q9DBN5	confirmatory	negative	Q9DBN5	PF22667.1	Lon_lid
confirmatory::Q9DCG2	confirmatory	negative	Q9DCG2	PF00059.26	Lectin_C
confirmatory::Q9DCQ7	confirmatory	negative	Q9DCQ7	PF00079.25	Serpin
confirmatory::Q9DD23	confirmatory	negative	Q9DD23	PF00021.26	UPAR_LY6
confirmatory::Q9DD23	confirmatory	negative	Q9DD23	PF00087.26	Toxin_TOLIP
confirmatory::Q9DG80	confirmatory	negative	Q9DG80	PF00007.27	Cys_knot
confirmatory::Q9DG81	confirmatory	negative	Q9DG81	PF00007.27	Cys_knot
confirmatory::Q9DGI0	confirmatory	negative	Q9DGI0	PF00031.26	Cystatin
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF00023.35	Ank
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF00023.35	Ank
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF00023.35	Ank
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF00023.35	Ank
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF00023.35	Ank
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF12796.12	Ank_2
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF12796.12	Ank_2
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF12796.12	Ank_2
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13606.11	Ank_3
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13606.11	Ank_3
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13606.11	Ank_3
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13606.11	Ank_3
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13637.11	Ank_4
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13637.11	Ank_4
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13637.11	Ank_4
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13637.11	Ank_4
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13857.11	Ank_5
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13857.11	Ank_5
confirmatory::Q9EP71	confirmatory	negative	Q9EP71	PF13857.11	Ank_5
confirmatory::Q9EPC5	confirmatory	negative	Q9EPC5	PF00061.28	Lipocalin
confirmatory::Q9EPL5	confirmatory	negative	Q9EPL5	PF00045.24	Hemopexin
confirmatory::Q9EPL5	confirmatory	negative	Q9EPL5	PF00045.24	Hemopexin
confirmatory::Q9EPL5	confirmatory	negative	Q9EPL5	PF00045.24	Hemopexin
confirmatory::Q9EPL5	confirmatory	negative	Q9EPL5	PF00413.29	Peptidase_M10
confirmatory::Q9EPL5	confirmatory	negative	Q9EPL5	PF01471.23	PG_binding_1
confirmatory::Q9EQ09	confirmatory	negative	Q9EQ09	PF00059.26	Lectin_C
confirmatory::Q9EQT1	confirmatory	negative	Q9EQT1	PF00341.22	PDGF
confirmatory::Q9EQT1	confirmatory	negative	Q9EQT1	PF00431.25	CUB
confirmatory::Q9EQV6	confirmatory	negative	Q9EQV6	PF00082.27	Peptidase_S8
confirmatory::Q9EQV6	confirmatory	negative	Q9EQV6	PF09286.16	Pro-kuma_activ
confirmatory::Q9EQX6	confirmatory	negative	Q9EQX6	PF00341.22	PDGF
confirmatory::Q9EQX6	confirmatory	negative	Q9EQX6	PF00431.25	CUB
confirmatory::Q9ERZ8	confirmatory	negative	Q9ERZ8	PF00023.35	Ank
confirmatory::Q9ERZ8	confirmatory	negative	Q9ERZ8	PF00520.36	Ion_trans
confirmatory::Q9ERZ8	confirmatory	negative	Q9ERZ8	PF13606.11	Ank_3
confirmatory::Q9ESP7	confirmatory	negative	Q9ESP7	PF00090.24	TSP_1
confirmatory::Q9ESP7	confirmatory	negative	Q9ESP7	PF01421.24	Reprolysin
confirmatory::Q9ESP7	confirmatory	negative	Q9ESP7	PF05986.19	ADAMTS_spacer1
confirmatory::Q9ESP7	confirmatory	negative	Q9ESP7	PF13582.11	Reprolysin_3
confirmatory::Q9ESP7	confirmatory	negative	Q9ESP7	PF13688.11	Reprolysin_5
confirmatory::Q9ESP7	confirmatory	negative	Q9ESP7	PF17771.6	ADAMTS_CR_2
confirmatory::Q9ESP7	confirmatory	negative	Q9ESP7	PF19236.4	ADAMTS_CR_3
confirmatory::Q9ET61	confirmatory	negative	Q9ET61	PF00008.32	EGF
confirmatory::Q9ET61	confirmatory	negative	Q9ET61	PF00059.26	Lectin_C
confirmatory::Q9ET61	confirmatory	negative	Q9ET61	PF07645.20	EGF_CA
confirmatory::Q9ET61	confirmatory	negative	Q9ET61	PF07645.20	EGF_CA
confirmatory::Q9ET61	confirmatory	negative	Q9ET61	PF07645.20	EGF_CA
confirmatory::Q9ET61	confirmatory	negative	Q9ET61	PF12662.12	cEGF
confirmatory::Q9ET61	confirmatory	negative	Q9ET61	PF12662.12	cEGF
confirmatory::Q9FAS7	confirmatory	negative	Q9FAS7	PF00547.23	Urease_gamma
confirmatory::Q9FCD3	confirmatory	negative	Q9FCD3	PF00449.25	Urease_alpha
confirmatory::Q9FCD3	confirmatory	negative	Q9FCD3	PF01979.25	Amidohydro_1
confirmatory::Q9FCD3	confirmatory	negative	Q9FCD3	PF07969.16	Amidohydro_3
confirmatory::Q9FGJ4	confirmatory	negative	Q9FGJ4	PF00550.30	PP-binding
confirmatory::Q9FGM0	confirmatory	negative	Q9FGM0	PF00004.34	AAA
confirmatory::Q9FGM0	confirmatory	negative	Q9FGM0	PF01434.23	Peptidase_M41
confirmatory::Q9FGM0	confirmatory	negative	Q9FGM0	PF07728.19	AAA_5
confirmatory::Q9FGM0	confirmatory	negative	Q9FGM0	PF17862.6	AAA_lid_3
confirmatory::Q9FGU3	confirmatory	negative	Q9FGU3	PF00082.27	Peptidase_S8
confirmatory::Q9FGU3	confirmatory	negative	Q9FGU3	PF05922.21	Inhibitor_I9
confirmatory::Q9FGU3	confirmatory	negative	Q9FGU3	PF17766.6	fn3_6
confirmatory::Q9FH02	confirmatory	negative	Q9FH02	PF00004.34	AAA
confirmatory::Q9FH02	confirmatory	negative	Q9FH02	PF01434.23	Peptidase_M41
confirmatory::Q9FH02	confirmatory	negative	Q9FH02	PF17862.6	AAA_lid_3
confirmatory::Q9FH31	confirmatory	negative	Q9FH31	PF00234.27	Tryp_alpha_amyl
confirmatory::Q9FHA4	confirmatory	negative	Q9FHA4	PF00082.27	Peptidase_S8
confirmatory::Q9FHA4	confirmatory	negative	Q9FHA4	PF05922.21	Inhibitor_I9
confirmatory::Q9FHA4	confirmatory	negative	Q9FHA4	PF17766.6	fn3_6
confirmatory::Q9FI12	confirmatory	negative	Q9FI12	PF00082.27	Peptidase_S8
confirmatory::Q9FI12	confirmatory	negative	Q9FI12	PF05922.21	Inhibitor_I9
confirmatory::Q9FI12	confirmatory	negative	Q9FI12	PF17766.6	fn3_6
confirmatory::Q9FIF0	confirmatory	negative	Q9FIF0	PF00069.30	Pkinase
confirmatory::Q9FIF0	confirmatory	negative	Q9FIF0	PF00139.25	Lectin_legB
confirmatory::Q9FIF0	confirmatory	negative	Q9FIF0	PF07714.22	PK_Tyr_Ser-Thr
confirmatory::Q9FIF1	confirmatory	negative	Q9FIF1	PF00069.30	Pkinase
confirmatory::Q9FIF1	confirmatory	negative	Q9FIF1	PF00139.25	Lectin_legB
confirmatory::Q9FIF1	confirmatory	negative	Q9FIF1	PF07714.22	PK_Tyr_Ser-Thr
confirmatory::Q9FIF1	confirmatory	negative	Q9FIF1	PF18483.7	Bact_lectin
confirmatory::Q9FIF8	confirmatory	negative	Q9FIF8	PF00082.27	Peptidase_S8
confirmatory::Q9FIF8	confirmatory	negative	Q9FIF8	PF05922.21	Inhibitor_I9
confirmatory::Q9FIF8	confirmatory	negative	Q9FIF8	PF17766.6	fn3_6
confirmatory::Q9FIG1	confirmatory	negative	Q9FIG1	PF00082.27	Peptidase_S8
confirmatory::Q9FIG1	confirmatory	negative	Q9FIG1	PF05922.21	Inhibitor_I9
confirmatory::Q9FIG1	confirmatory	negative	Q9FIG1	PF17766.6	fn3_6
confirmatory::Q9FIG2	confirmatory	negative	Q9FIG2	PF00082.27	Peptidase_S8
confirmatory::Q9FIG2	confirmatory	negative	Q9FIG2	PF05922.21	Inhibitor_I9
confirmatory::Q9FIG2	confirmatory	negative	Q9FIG2	PF17766.6	fn3_6
confirmatory::Q9FIM2	confirmatory	negative	Q9FIM2	PF00004.34	AAA
confirmatory::Q9FIM2	confirmatory	negative	Q9FIM2	PF01434.23	Peptidase_M41
confirmatory::Q9FIM2	confirmatory	negative	Q9FIM2	PF17862.6	AAA_lid_3
confirmatory::Q9FIM5	confirmatory	negative	Q9FIM5	PF00082.27	Peptidase_S8
confirmatory::Q9FIM5	confirmatory	negative	Q9FIM5	PF05922.21	Inhibitor_I9
confirmatory::Q9FIM5	confirmatory	negative	Q9FIM5	PF17766.6	fn3_6
confirmatory::Q9FIM6	confirmatory	negative	Q9FIM6	PF00082.27	Peptidase_S8
confirmatory::Q9FIM6	confirmatory	negative	Q9FIM6	PF05922.21	Inhibitor_I9
confirmatory::Q9FIM6	confirmatory	negative	Q9FIM6	PF17766.6	fn3_6
confirmatory::Q9FJI4	confirmatory	negative	Q9FJI4	PF00069.30	Pkinase
confirmatory::Q9FJI4	confirmatory	negative	Q9FJI4	PF00139.25	Lectin_legB
confirmatory::Q9FJI4	confirmatory	negative	Q9FJI4	PF07714.22	PK_Tyr_Ser-Thr
confirmatory::Q9FK76	confirmatory	negative	Q9FK76	PF00082.27	Peptidase_S8
confirmatory::Q9FK76	confirmatory	negative	Q9FK76	PF02225.27	PA
confirmatory::Q9FK76	confirmatory	negative	Q9FK76	PF05922.21	Inhibitor_I9
confirmatory::Q9FK76	confirmatory	negative	Q9FK76	PF17766.6	fn3_6
confirmatory::Q9FLD5	confirmatory	negative	Q9FLD5	PF00004.34	AAA
confirmatory::Q9FLD5	confirmatory	negative	Q9FLD5	PF14363.11	AAA_assoc
confirmatory::Q9FLI4	confirmatory	negative	Q9FLI4	PF00082.27	Peptidase_S8
confirmatory::Q9FLI4	confirmatory	negative	Q9FLI4	PF02225.27	PA
confirmatory::Q9FLI4	confirmatory	negative	Q9FLI4	PF05922.21	Inhibitor_I9
confirmatory::Q9FLI4	confirmatory	negative	Q9FLI4	PF17766.6	fn3_6
confirmatory::Q9FMK9	confirmatory	negative	Q9FMK9	PF00149.33	Metallophos
confirmatory::Q9FN02	confirmatory	negative	Q9FN02	PF00149.33	Metallophos
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF00023.35	Ank
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF00023.35	Ank
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF00023.35	Ank
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF12796.12	Ank_2
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF12796.12	Ank_2
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF13606.11	Ank_3
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF13606.11	Ank_3
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF13637.11	Ank_4
confirmatory::Q9FNP4	confirmatory	negative	Q9FNP4	PF13637.11	Ank_4
confirmatory::Q9FRT9	confirmatory	positive	Q9FRT9	PF08027.16	Albumin_I
confirmatory::Q9FRT9	confirmatory	positive	Q9FRT9	PF16720.10	Albumin_I_a
confirmatory::Q9FZ33	confirmatory	negative	Q9FZ33	PF00561.25	Abhydrolase_1
confirmatory::Q9FZ33	confirmatory	negative	Q9FZ33	PF12697.12	Abhydrolase_6
confirmatory::Q9GLD0	confirmatory	negative	Q9GLD0	PF00212.23	ANP
confirmatory::Q9GLE4	confirmatory	negative	Q9GLE4	PF00045.24	Hemopexin
confirmatory::Q9GLE4	confirmatory	negative	Q9GLE4	PF00045.24	Hemopexin
confirmatory::Q9GLE4	confirmatory	negative	Q9GLE4	PF00045.24	Hemopexin
confirmatory::Q9GLE4	confirmatory	negative	Q9GLE4	PF00045.24	Hemopexin
confirmatory::Q9GLE4	confirmatory	negative	Q9GLE4	PF00413.29	Peptidase_M10
confirmatory::Q9GLE4	confirmatory	negative	Q9GLE4	PF01471.23	PG_binding_1
confirmatory::Q9GLE4	confirmatory	negative	Q9GLE4	PF11857.13	DUF3377
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00040.24	fn2
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00040.24	fn2
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00040.24	fn2
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00045.24	Hemopexin
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00045.24	Hemopexin
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00045.24	Hemopexin
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00045.24	Hemopexin
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00413.29	Peptidase_M10
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF00413.29	Peptidase_M10
confirmatory::Q9GLE5	confirmatory	negative	Q9GLE5	PF01471.23	PG_binding_1
confirmatory::Q9GLF3	confirmatory	negative	Q9GLF3	PF00059.26	Lectin_C
confirmatory::Q9GLK4	confirmatory	negative	Q9GLK4	PF00212.23	ANP
confirmatory::Q9GLN8	confirmatory	negative	Q9GLN8	PF00079.25	Serpin
confirmatory::Q9GLP6	confirmatory	negative	Q9GLP6	PF00079.25	Serpin
confirmatory::Q9GLR0	confirmatory	negative	Q9GLR0	PF00082.27	Peptidase_S8
confirmatory::Q9GLR0	confirmatory	negative	Q9GLR0	PF01483.25	P_proprotein
confirmatory::Q9GLR0	confirmatory	negative	Q9GLR0	PF16470.10	S8_pro-domain
confirmatory::Q9GLR1	confirmatory	negative	Q9GLR1	PF00082.27	Peptidase_S8
confirmatory::Q9GLR1	confirmatory	negative	Q9GLR1	PF01483.25	P_proprotein
confirmatory::Q9GLR1	confirmatory	negative	Q9GLR1	PF12177.13	Proho_convert
confirmatory::Q9GLR1	confirmatory	negative	Q9GLR1	PF16470.10	S8_pro-domain
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF00090.24	TSP_1
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF00090.24	TSP_1
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF00090.24	TSP_1
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF00090.24	TSP_1
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF00090.24	TSP_1
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF00090.24	TSP_1
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF02014.21	Reeler
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF06468.18	Spond_N
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF19028.5	TSP1_spondin
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF19028.5	TSP1_spondin
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF19028.5	TSP1_spondin
confirmatory::Q9GLX9	confirmatory	negative	Q9GLX9	PF19028.5	TSP1_spondin
confirmatory::Q9GME8	confirmatory	negative	Q9GME8	PF00059.26	Lectin_C
confirmatory::Q9GU69	confirmatory	negative	Q9GU69	PF00008.32	EGF
confirmatory::Q9GZP0	confirmatory	negative	Q9GZP0	PF00341.22	PDGF
confirmatory::Q9GZP0	confirmatory	negative	Q9GZP0	PF00431.25	CUB
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF00023.35	Ank
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF00023.35	Ank
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF00023.35	Ank
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF00023.35	Ank
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF12796.12	Ank_2
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF12796.12	Ank_2
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF13606.11	Ank_3
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF13606.11	Ank_3
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF13606.11	Ank_3
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF13637.11	Ank_4
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF13637.11	Ank_4
confirmatory::Q9GZV1	confirmatory	negative	Q9GZV1	PF13857.11	Ank_5
confirmatory::Q9H112	confirmatory	negative	Q9H112	PF00031.26	Cystatin
confirmatory::Q9H114	confirmatory	negative	Q9H114	PF00031.26	Cystatin
confirmatory::Q9H1D0	confirmatory	negative	Q9H1D0	PF00023.35	Ank
confirmatory::Q9H1D0	confirmatory	negative	Q9H1D0	PF00023.35	Ank
confirmatory::Q9H1D0	confirmatory	negative	Q9H1D0	PF00520.36	Ion_trans
confirmatory::Q9H1D0	confirmatory	negative	Q9H1D0	PF12796.12	Ank_2
confirmatory::Q9H1D0	confirmatory	negative	Q9H1D0	PF13606.11	Ank_3
confirmatory::Q9H1D0	confirmatory	negative	Q9H1D0	PF13637.11	Ank_4
confirmatory::Q9H239	confirmatory	negative	Q9H239	PF00045.24	Hemopexin
confirmatory::Q9H239	confirmatory	negative	Q9H239	PF00045.24	Hemopexin
confirmatory::Q9H239	confirmatory	negative	Q9H239	PF00413.29	Peptidase_M10
confirmatory::Q9H239	confirmatory	negative	Q9H239	PF01471.23	PG_binding_1
confirmatory::Q9H306	confirmatory	negative	Q9H306	PF00045.24	Hemopexin
confirmatory::Q9H306	confirmatory	negative	Q9H306	PF00045.24	Hemopexin
confirmatory::Q9H306	confirmatory	negative	Q9H306	PF00045.24	Hemopexin
confirmatory::Q9H306	confirmatory	negative	Q9H306	PF00413.29	Peptidase_M10
confirmatory::Q9H306	confirmatory	negative	Q9H306	PF01471.23	PG_binding_1
confirmatory::Q9H3Z7	confirmatory	negative	Q9H3Z7	PF00561.25	Abhydrolase_1
confirmatory::Q9H3Z7	confirmatory	negative	Q9H3Z7	PF12146.13	Hydrolase_4
confirmatory::Q9H4G1	confirmatory	negative	Q9H4G1	PF00031.26	Cystatin
confirmatory::Q9H4G1	confirmatory	negative	Q9H4G1	PF00666.22	Cathelicidins
confirmatory::Q9H4G4	confirmatory	negative	Q9H4G4	PF00188.31	CAP
confirmatory::Q9H6B9	confirmatory	negative	Q9H6B9	PF00561.25	Abhydrolase_1
confirmatory::Q9H6B9	confirmatory	negative	Q9H6B9	PF12146.13	Hydrolase_4
confirmatory::Q9H6B9	confirmatory	negative	Q9H6B9	PF12697.12	Abhydrolase_6
confirmatory::Q9H8Y5	confirmatory	negative	Q9H8Y5	PF00023.35	Ank
